commanded_torque_Nm,measured_accel_rad_s2
-0.2,0.0
-0.18000000000000002,1.497888791845996
-0.16,0.04465712927269243
-0.14,0.00012750824087351398
-0.12000000000000001,-0.010543797419780107
-0.1,0.029491616560532355
-0.08000000000000002,-0.03210331747270198
-0.06,0.024965854304577546
-0.04000000000000001,0.054824129141032935
-0.020000000000000018,0.0282767848871381
0.0,0.10837441791578062
0.01999999999999999,0.1216531823582719
0.03999999999999998,0.09685991766676005
0.06,0.04481935464307254
0.08000000000000002,0.08653491322234699
0.09999999999999998,0.13530681580207024
0.12,0.0
0.14,0.0
0.15999999999999998,-0.16365418806175086
0.18,-0.12854825124639052
0.2,-0.0980125496098033
